65,70,54,49,13,7,95,75,56,#
34,62,61,49,73,34,33,75,99,#
14,71,15,55,95,74,30,65,62,#
45,21,76,42,48,83,13,23,67,#
28,11,68,39,5,26,53,72,69,#
68,43,56,96,33,14,49,23,71,#
41,85,16,99,86,86,34,73,82,#
12,85,11,62,73,16,63,3,85,#
40,43,28,37,58,72,73,25,8,#
91,27,86,47,78,80,91,55,51,#
66,68,98,51,27,63,87,75,99,#
59,41,72,66,68,53,74,57,34,#
92,66,68,12,19,50,61,40,26,#
53,50,1,16,41,92,59,17,35,#
66,65,7,8,35,97,76,84,73,#
33,91,75,18,21,21,87,53,95,#
8,42,35,36,76,25,88,91,18,#
100,15,26,98,80,65,82,9,66,#
75,44,78,33,63,87,85,56,11,#
40,80,14,87,75,10,20,72,10,#
27,30,33,77,35,79,82,8,69,#
44,92,20,64,54,25,58,81,6,#
55,62,78,55,23,9,19,61,83,#
2,74,11,11,75,26,40,2,92,#
97,63,32,18,2,25,77,68,32,#
54,36,87,92,25,7,57,37,34,#
77,34,57,53,13,40,50,3,91,#
44,91,76,69,91,75,81,100,61,#
98,6,48,53,76,1,33,19,12,#
87,46,77,88,18,16,84,18,23,#
47,96,40,21,55,72,31,5,42,#
3,93,94,67,84,98,55,3,26,#
7,53,70,25,20,12,60,22,93,#
93,12,17,9,75,65,19,9,68,#
78,25,58,14,84,48,60,51,40,#
14,93,74,8,47,87,9,51,75,#
34,83,8,51,50,63,83,25,75,#
26,61,40,48,41,88,6,26,98,#
75,26,21,37,86,68,43,77,64,#
6,1,28,17,49,96,9,63,52,#
37,52,41,93,55,21,12,85,45,#
98,92,56,39,32,11,54,96,38,#
68,40,73,61,48,41,80,34,15,#
85,27,64,16,84,62,72,34,30,#
19,69,48,91,73,94,79,61,96,#
41,89,47,81,12,8,87,26,25,#
9,49,20,42,76,32,45,68,14,#
56,44,10,73,74,91,53,17,68,#
5,23,40,55,59,80,52,77,91,#
88,11,49,31,87,5,33,18,94,#
86,33,36,63,100,33,19,69,74,#
77,33,10,30,68,32,78,91,30,#
76,97,62,11,63,46,47,51,32,#
99,70,84,92,25,76,53,85,83,#
93,45,9,92,50,92,53,80,41,#
36,79,49,25,42,83,56,76,73,#
70,2,18,84,9,88,91,42,56,#
7,99,72,40,78,57,93,6,4,#
18,4,57,91,95,47,6,65,38,#
40,46,73,24,84,45,27,87,53,#
46,52,56,79,41,40,82,93,62,#
30,9,13,63,85,54,79,33,49,#
73,51,61,46,95,81,19,65,22,#
82,65,60,63,85,82,89,56,79,#
42,71,9,69,54,71,3,17,53,#
4,47,9,40,43,84,54,23,87,#
9,65,86,14,89,83,62,18,89,#
10,60,97,11,63,65,90,28,43,#
82,1,6,78,29,68,44,90,38,#
97,19,12,90,81,54,55,84,76,#
39,23,19,33,77,16,48,51,89,#
36,45,76,75,36,99,86,1,94,#
34,33,69,66,70,39,37,39,3,#
2,5,45,59,18,42,2,92,19,#
7,16,29,97,87,77,28,68,28,#
51,50,58,21,28,56,33,31,25,#
99,75,1,9,99,57,93,27,74,#
53,27,8,12,21,66,80,95,33,#
49,6,16,50,71,15,76,30,29,#
23,21,62,9,87,99,89,73,39,#
51,97,93,59,46,56,24,52,51,#
19,56,39,14,84,30,85,86,28,#
82,84,58,84,36,20,85,37,27,#
24,12,26,85,33,49,56,87,84,#
85,91,37,77,84,69,66,23,100,#
76,57,25,32,2,76,12,99,22,#
58,51,26,41,71,43,47,57,3,#
9,71,20,82,76,53,7,71,48,#
66,60,50,9,93,24,22,11,16,#
40,66,33,75,71,37,94,29,98,#
53,69,97,14,61,83,2,83,29,#
48,44,72,91,32,7,57,1,32,#
89,50,55,85,22,11,12,43,33,#
27,76,45,7,9,99,16,11,39,#
28,87,8,67,4,91,90,85,2,#
99,4,45,1,26,87,3,94,100,#
87,8,77,13,72,54,97,80,48,#
89,34,25,56,56,95,98,48,25,#
66,55,18,85,54,34,59,54,29,#
71,14,53,16,79,99,8,69,95,#
