2,28,43,#
53,-4,37,#
27,47,70,#
10,31,44,#
-5,17,6,#
-22,7,98,#
23,3,38,#
17,-1,19,#
-15,-8,96,#
-35,4,6,#
-13,7,47,#
14,16,33,#
-30,-28,43,#
36,-50,78,#
68,-11,8,#
2,10,94,#
5,-52,38,#
-70,-26,47,#
26,-50,19,#
-10,-12,10,#
-31,11,68,#
-12,-23,34,#
-50,45,17,#
18,-29,45,#
-75,-3,3,#
-42,-28,49,#
60,12,99,#
1,22,75,#
13,1,62,#
-25,-19,56,#
1,-23,42,#
-50,3,99,#
-36,-35,34,#
9,26,24,#
-1,1,65,#
3,37,11,#
-9,-4,84,#
49,-17,64,#
28,-8,96,#
-26,9,36,#
19,44,32,#
-20,39,34,#
-1,-24,98,#
-8,-29,1,#
1,16,32,#
-43,15,50,#
-25,-25,57,#
-31,2,83,#
0,-40,93,#
-33,-29,84,#
-51,16,100,#
-1,8,96,#
-51,-60,93,#
10,-4,18,#
6,-19,16,#
20,48,70,#
4,-39,69,#
-15,-18,65,#
4,-10,60,#
17,59,1,#
-31,-16,51,#
5,-2,39,#
18,-12,16,#
-7,-7,65,#
-15,1,72,#
73,5,32,#
-42,48,89,#
30,-13,93,#
51,2,65,#
0,7,48,#
-71,-49,73,#
16,13,40,#
-9,58,30,#
-7,-4,84,#
10,-28,58,#
-15,-36,6,#
18,-1,59,#
-15,3,16,#
65,63,62,#
-45,28,41,#
-8,14,17,#
-1,25,38,#
-50,-26,37,#
32,-59,93,#
22,-23,28,#
19,-12,43,#
-36,54,98,#
63,16,89,#
-27,2,66,#
-4,20,39,#
-27,-9,52,#
-49,-40,24,#
-25,25,10,#
50,30,38,#
-15,-25,62,#
-25,48,69,#
-1,15,87,#
-34,17,52,#
18,-77,58,#
54,16,40,#
-20,-43,65,#
1,38,36,#
-13,-58,39,#
-3,15,3,#
36,-46,88,#
15,2,40,#
9,6,83,#
-12,2,42,#
-21,19,55,#
11,-17,73,#
-13,-23,13,#
-2,27,51,#
48,1,12,#
-5,-31,20,#
17,-5,63,#
15,-66,35,#
15,19,22,#
-10,42,58,#
24,-1,9,#
27,13,47,#
9,31,96,#
-26,-20,66,#
-13,-43,76,#
-20,-4,51,#
8,39,7,#
1,-13,57,#
-35,60,91,#
28,11,37,#
4,-3,39,#
12,29,51,#
-62,-27,41,#
49,-56,24,#
-16,16,26,#
71,34,83,#
9,-23,95,#
-14,-9,3,#
28,-23,49,#
-19,-17,18,#
-29,-29,22,#
24,2,12,#
5,72,77,#
42,-40,30,#
-34,25,98,#
21,-35,51,#
33,-17,99,#
-36,-17,89,#
-26,15,86,#
-54,20,29,#
47,-24,60,#
13,67,13,#
61,-8,79,#
-53,-15,70,#
-29,4,23,#
1,6,86,#
63,36,56,#
-37,-47,94,#
13,9,36,#
2,5,78,#
4,-53,73,#
-12,-32,59,#
25,7,9,#
-27,3,98,#
-21,-34,59,#
10,2,86,#
4,4,17,#
35,-17,54,#
-49,-16,67,#
7,-32,19,#
2,-69,97,#
45,0,38,#
-13,0,41,#
1,-3,65,#
42,-5,46,#
43,22,77,#
34,-1,55,#
-31,7,74,#
46,-20,80,#
21,19,4,#
15,2,97,#
23,20,62,#
-18,13,72,#
-36,27,88,#
9,-42,90,#
-24,-29,95,#
-11,-53,82,#
21,-1,87,#
-29,45,6,#
13,17,98,#
-9,10,85,#
-4,22,22,#
14,-11,71,#
